Share Names,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,Deliverable Qty,% Dly Qt to Traded Qty
Share6,1-Sep-15,354.3,351,354.6,343.15,346.55,345.4,346.58,4019136,1392964955,2464413,61.32
Share6,2-Sep-15,345.4,348,349.8,339.75,342.95,343.25,343.18,6335896,2174328271,4731444,74.68
Share6,3-Sep-15,343.25,343.25,347.95,343.25,347.3,346.75,346.7,3312806,1148562118,2275371,68.68
Share6,4-Sep-15,346.75,345,352.65,342.25,350.25,350,348.11,4781577,1664533872,3127408,65.41
Share6,7-Sep-15,350,349.9,349.9,343.1,347.35,347.1,346.05,2612148,903925657.4,1608387,61.57
Share6,8-Sep-15,347.1,349,349.45,339.2,347.15,347.75,344.21,2784226,958359400.9,1312951,47.16
Share6,9-Sep-15,347.75,350,365.7,348,354,354.5,355.64,5744863,2043100748,2619655,45.6
Share6,10-Sep-15,354.5,352.5,352.5,346,351.5,350.45,349.66,3025672,1057959492,1605687,53.07
Share6,11-Sep-15,350.45,351.8,353.95,346.3,347.5,348.7,350.39,3023220,1059293097,1857213,61.43
Share6,14-Sep-15,348.7,349.9,355,346.15,354,354.15,351.75,2533452,891136338.5,1416122,55.9
Share6,15-Sep-15,354.15,354,354,349,351.2,351,351.07,2128175,747133613.8,1396626,65.63
Share6,16-Sep-15,351,351.5,362.1,351.5,358.95,359.5,358.63,2680583,961344791.8,1365221,50.93
Share6,18-Sep-15,359.5,360.05,362.95,353.2,356,356.9,357.4,6113546,2184997583,4496233,73.55
Share6,21-Sep-15,356.9,354,359,351.4,352.8,352.3,353.48,2516964,889689903.5,1578115,62.7
Share6,22-Sep-15,352.3,355,355,340.3,340.3,343.8,344.87,4108336,1416848234,2701954,65.77
Share6,23-Sep-15,343.8,340,343,336.25,338,337.9,340.07,3684193,1252892597,2504876,67.99
Share6,24-Sep-15,337.9,337.9,338.6,332.05,332.25,332.95,334.42,8983265,3004147417,6207719,69.1
Share6,28-Sep-15,332.95,332.1,335.4,323.4,327.55,327.6,331.48,4772473,1581965902,3161370,66.24
Share6,29-Sep-15,327.6,325,326.8,315.6,322.5,322.65,321.39,6422659,2064168487,4122511,64.19
Share6,30-Sep-15,322.65,330,338.75,325,337.75,337.85,335.82,6535770,2194867897,4475980,68.48
Share6,1-Oct-15,337.85,339.4,340.45,335.6,339.75,339.45,339.05,4590821,1556535564,3491694,76.06
Share6,5-Oct-15,339.45,341.9,347.45,339.25,346.1,346.25,345.88,5380357,1860942097,4132356,76.8
Share6,6-Oct-15,346.25,349,350.6,345.6,348.5,348.85,348.79,4155550,1449404378,2848337,68.54
Share6,7-Oct-15,348.85,348.85,348.95,340.35,343.3,342.65,342.53,3276629,1122345710,2142333,65.38
Share6,8-Oct-15,342.65,343.5,345.7,336.95,341,341.55,340.51,4299231,1463932180,2577702,59.96
Share6,9-Oct-15,341.55,344,348.9,343.25,347.5,347.6,345.68,5000251,1728494597,3919434,78.38
Share6,12-Oct-15,347.6,348,352.1,347.6,349.25,349.5,349.54,2200378,769124420.1,1341128,60.95
Share6,13-Oct-15,349.5,351.1,351.7,342.85,345,345.45,345.92,2334312,807474859,1428368,61.19
Share6,14-Oct-15,345.45,347.45,350.15,341.9,347,346.3,345.79,3121999,1079564555,2242962,71.84
Share6,15-Oct-15,346.3,348,353.4,344,351,351.25,348.62,4969702,1732533890,3025283,60.87
Share6,16-Oct-15,351.25,347.2,352.45,341,349.75,349.65,345.79,4144144,1432985414,2499394,60.31
Share6,19-Oct-15,349.65,353,365.65,346,363.1,363.7,360.87,3906153,1409612800,1764379,45.17
Share6,20-Oct-15,363.7,362.85,367,359.5,363,361.85,362.1,2332512,844594250.3,956480,41.01
Share6,21-Oct-15,361.85,364.05,373.8,363.9,370.35,371.5,369.97,3996821,1478684027,1954542,48.9
Share6,23-Oct-15,371.5,374,374.7,356.5,357.35,359.1,362.37,4012696,1454094777,2381268,59.34
Share6,26-Oct-15,359.1,365,365.25,346.85,352.8,352.2,355.62,6627337,2356806011,2243979,33.86
Share6,27-Oct-15,352.2,351.45,354.7,348.1,352.7,352.65,351.39,2573223,904198296.3,1109187,43.1
Share6,28-Oct-15,352.65,352.3,359.75,351,357.35,358.3,357.71,3430973,1227306247,1954324,56.96
Share6,29-Oct-15,358.3,356.5,358.95,349,354.8,355.4,353.79,4110592,1454276698,2350994,57.19
Share6,30-Oct-15,355.4,353,360.9,344.55,346,349.05,354.64,3594643,1274808902,2225729,61.92
Share6,2-Nov-15,349.05,347.5,351.7,343.65,349.55,350.15,347.3,2574952,894271605.6,1695703,65.85
Share6,3-Nov-15,350.15,351.05,353.8,345.9,347.1,347.65,348.06,1505969,524172447.7,834591,55.42
Share6,4-Nov-15,347.65,349,350.3,343.2,346,346.4,346.2,2174205,752713220.6,1224186,56.3
Share6,5-Nov-15,346.4,343.35,346,334.1,334.8,336.55,337.65,3125170,1055215619,2049163,65.57
Share6,6-Nov-15,336.55,333,342.15,317.1,340,339.2,335.31,3040002,1019353066,1644908,54.11
Share6,9-Nov-15,339.2,334.05,338.6,320.75,334,335.25,332.83,3272247,1089104499,1683863,51.46
Share6,10-Nov-15,335.25,332.65,335.7,327.55,331,331.65,331.9,2182752,724454235.6,1325824,60.74
Share6,11-Nov-15,331.65,334,336,330,330,331.9,332.52,139226,46295839,50772,36.47
Share6,13-Nov-15,331.9,325.05,336,325.05,335.8,333.9,331.47,2505836,830613612.5,1716487,68.5
Share6,16-Nov-15,333.9,335.7,339.3,330.5,336.25,335.75,336.24,2431305,817502189.5,1610151,66.23
Share6,17-Nov-15,335.75,336.5,337.65,331,335,334.5,332.97,1958494,652114492,1117260,57.05
Share6,18-Nov-15,334.5,336,342.15,332.45,335.45,333.95,337.17,2241421,755739813.1,1113360,49.67
Share6,19-Nov-15,333.95,335.15,341,332.2,339.15,339.55,336.77,1787205,601881694.4,995641,55.71
Share6,20-Nov-15,339.55,338.55,344.35,334,340.05,341.35,338.59,2087013,706647193.9,942419,45.16
Share6,23-Nov-15,341.35,341.6,346.2,336.95,339,339,341.14,1934436,659923037.7,939042,48.54
Share6,24-Nov-15,339,339.5,345.7,335.15,342,341.55,340.39,2597651,884215388.8,1365809,52.58
Share6,26-Nov-15,341.55,342,345.65,340.05,342,342.15,342.35,7324230,2507442389,4264056,58.22
Share6,27-Nov-15,342.15,343.9,344.75,339.35,342.05,342.2,341.91,1315880,449913471.2,581831,44.22
Share6,30-Nov-15,342.2,343,344,333.2,334.85,334.35,335.2,6408570,2148157480,4912474,76.65
Share6,1-Dec-15,334.35,335.95,335.95,321.45,323.8,322.75,324.94,8163924,2652770564,5241773,64.21
Share6,2-Dec-15,322.75,325.3,325.55,316.45,323.25,322.9,320.55,6132838,1965906362,2906560,47.39
Share6,3-Dec-15,322.9,322,326.5,318.5,320,319.55,322.6,3973225,1281766004,2632050,66.24
Share6,4-Dec-15,319.55,318,322.5,317.15,321.7,321.3,320.52,2651126,849727448.2,1580102,59.6
Share6,7-Dec-15,321.3,321.3,324,318.65,320.6,320.1,320.07,2420069,774595566.7,1631312,67.41
Share6,8-Dec-15,320.1,320,320.45,315.1,317,317.85,318.21,4137318,1316554306,3342595,80.79
Share6,9-Dec-15,317.85,317.25,317.5,308.1,312.05,310.85,310.78,4676095,1453216922,3181098,68.03
Share6,10-Dec-15,310.85,313.9,314.45,308.5,313,312.65,311.98,2109887,658246094.3,1236361,58.6
Share6,11-Dec-15,312.65,315,315,307.5,309.8,309.55,310.59,2123322,659486155.4,1488335,70.09
Share6,14-Dec-15,309.55,307,311,304.15,306,306.15,306.41,3448481,1056636401,2184259,63.34
Share6,15-Dec-15,306.15,306.15,310,304.6,309.5,309.2,308.69,2364423,729882640.9,1437898,60.81
Share6,16-Dec-15,309.2,311,321.95,309.55,321.75,320.35,318.64,4134516,1317441685,2854178,69.03
Share6,17-Dec-15,320.35,321,324.3,320.05,322,322.4,322.21,3605149,1161616489,2834919,78.64
Share6,18-Dec-15,322.4,322.3,323.4,318,321,319.05,319.74,4095659,1309530111,3158710,77.12
Share6,21-Dec-15,319.05,319.45,323.25,317,320.7,320.9,320.16,2978983,953755631.7,2055157,68.99
Share6,22-Dec-15,320.9,321,327.3,320.2,323,323.2,324.25,3339358,1082781833,2275352,68.14
Share6,23-Dec-15,323.2,326,332.85,324.2,332.45,332.35,329.65,3587112,1182482135,2526627,70.44
Share6,24-Dec-15,332.35,332.25,339.75,328.65,337.75,338.45,335.17,2576348,863524099.2,1697121,65.87
Share6,28-Dec-15,338.45,337.25,338,330,330.55,331.75,332.71,3007130,1000511016,2162644,71.92
Share6,29-Dec-15,331.75,332.9,336.25,330.5,335,335.25,334.47,2513363,840656892.4,1623393,64.59
Share6,30-Dec-15,335.25,339,339.35,332.05,332.1,333.1,335.54,1555673,521989017,807264,51.89
Share6,31-Dec-15,333.1,334,341.75,332.45,338,340.4,338.27,2952266,998655570.8,1711228,57.96
Share6,1-Jan-16,340.4,339.95,344,337.65,339.1,340.5,341.08,1250268,426436931.3,237766,19.02
Share6,4-Jan-16,340.5,338,338.95,321,327.05,326.8,328.57,3152751,1035909410,1468377,46.57
Share6,5-Jan-16,326.8,327,328.75,321,323.65,323.45,323.6,2118958,685694867.5,1109647,52.37
Share6,6-Jan-16,323.45,325.9,332.5,319.65,321.25,322.2,327.09,2414140,789629792.3,903445,37.42
Share6,7-Jan-16,322.2,320.9,325.8,316.6,319,322.35,321.51,2825774,908517294.9,840285,29.74
Share6,8-Jan-16,322.35,324.3,324.95,318.5,324.15,323.85,322.17,1801868,580504701.1,889099,49.34
Share6,11-Jan-16,323.85,321,324,314.7,322,321.15,319.5,2519730,805062959.7,1439988,57.15
Share6,12-Jan-16,321.15,322,325.45,313.6,316,315.4,316.11,2940261,929454067,1897072,64.52
Share6,13-Jan-16,315.4,321,322.55,302.05,309,308.6,311.17,4546017,1414587175,2433309,53.53
Share6,14-Jan-16,308.6,306.9,312,300.5,309,308.75,306.48,3274522,1003569499,1869612,57.1
Share6,15-Jan-16,308.75,311.7,311.7,303.1,307.9,306.1,306,3219918,985292635.2,2258757,70.15
Share6,18-Jan-16,306.1,307.8,308.7,293.85,300.95,300.25,300.53,4122977,1239095929,2424497,58.8
Share6,19-Jan-16,300.25,301.8,312.4,298.4,311,310.3,306.85,3341662,1025383930,1934530,57.89
Share6,20-Jan-16,310.3,308.5,313.85,302.8,310.85,309.6,307.34,5073820,1559391193,3220674,63.48
Share6,21-Jan-16,309.6,313,313.4,303.65,309,309.3,307.64,3084225,948819767.7,1690724,54.82
Share6,22-Jan-16,309.3,311.1,311.2,291.55,299.4,298.7,297.66,5321085,1583888534,2609307,49.04
Share6,25-Jan-16,298.7,299.85,300.95,292.55,297.3,297.5,296.65,3136094,930334635.1,1385799,44.19
Share6,27-Jan-16,297.5,297.5,299.5,291.8,293.8,297.8,296.89,5087567,1510433914,3501484,68.82
Share6,28-Jan-16,297.8,294.3,295.85,288.35,289,291.4,292.19,6381357,1864543893,4091546,64.12
Share6,29-Jan-16,291.4,289.4,297.3,282.3,293,289.9,287.82,6645497,1912738123,3560571,53.58
Share6,1-Feb-16,289.9,292.2,298,291.2,297,296.6,294.88,3988413,1176085332,2480705,62.2
Share6,2-Feb-16,296.6,296.6,304,295.7,302.3,302.2,302.03,4333890,1308946780,3007937,69.41
Share6,3-Feb-16,302.2,300.7,301.8,296.15,300.4,299.8,298.55,4716217,1408048041,3492051,74.04
Share6,4-Feb-16,299.8,303.8,305.8,301.6,303.55,304.25,303.66,3074313,933539664,2026529,65.92
Share6,5-Feb-16,304.25,302.1,308.5,302.05,307,307.2,305.91,2385945,729889310.1,1492624,62.56
Share6,8-Feb-16,307.2,308.35,313.5,305.6,312.4,311,311.01,2481260,771690489.3,1554233,62.64
Share6,9-Feb-16,311,309,313.95,307,313.25,312.25,311.68,2835306,883719911.2,1598288,56.37
Share6,10-Feb-16,312.25,311,314.95,308.5,311.5,311.3,310.77,9174821,2851237216,7877676,85.86
Share6,11-Feb-16,311.3,305,315.5,304.45,312,308.7,310.78,5876839,1826423857,4092322,69.63
Share6,12-Feb-16,308.7,312.5,330,307.5,327.15,324.55,316.74,3649561,1155967943,1636203,44.83
Share6,15-Feb-16,324.55,328.55,329.9,316.45,318.7,318.9,319.83,5061087,1618667636,2823803,55.79
Share6,16-Feb-16,318.9,322.35,324.9,313.75,316,315.3,319.67,2623523,838659461.2,1485521,56.62
Share6,17-Feb-16,315.3,313.5,321.6,308.6,320.25,319.55,313.34,3582126,1122428185,2202463,61.48
Share6,18-Feb-16,319.55,323,323.1,316.05,322,321.2,319.16,2315365,738969240.9,1322869,57.13
Share6,19-Feb-16,321.2,320.5,327.95,316.75,325.05,326.05,325.14,5373117,1747029575,4298984,80.01
Share6,22-Feb-16,326.05,324.5,334.9,322,328.3,329.1,330.15,3113993,1028071382,2070057,66.48
Share6,23-Feb-16,329.1,333,333,318.1,322.9,321.3,324.98,4900675,1592599168,3395909,69.29
Share6,24-Feb-16,321.3,318.15,325.55,317.65,323.2,323.95,322.46,2274192,733341074.4,1307216,57.48
Share6,25-Feb-16,323.95,324.95,325.45,318,321.75,322.55,321.89,8613286,2772502496,6858103,79.62
Share6,26-Feb-16,322.55,324.85,324.85,317,318,317.95,319.13,6367019,2031897505,5284826,83
Share6,29-Feb-16,317.95,317,322.35,313.05,316.7,315.5,316.58,3594778,1138026313,2038671,56.71
Share6,1-Mar-16,315.5,315.55,322.3,310.25,319.6,320.7,318.94,4353551,1388518771,3399763,78.09
Share6,2-Mar-16,320.7,322,327.75,321,327.4,326.35,323.94,2964861,960423252.9,1786376,60.25
Share6,3-Mar-16,326.35,328.4,334.95,324,333.3,333.4,332.01,2942607,976987411.2,1722775,58.55
Share6,4-Mar-16,333.4,332,336.65,327.1,331.7,329.25,331.27,1953836,647249063.8,799422,40.92
Share6,8-Mar-16,329.25,329.5,334,326.75,332.2,331.5,330.7,2157320,713421132.6,1452124,67.31
Share6,9-Mar-16,331.5,329.05,335.85,328.3,335,334.6,332.73,3091469,1028629035,2395399,77.48
Share6,10-Mar-16,334.6,332.05,338.7,331,338.7,336.3,333.56,1656083,552396651.3,983258,59.37
Share6,11-Mar-16,336.3,335,338.8,334,337.25,337.25,335.74,2720156,913260150,2018362,74.2
Share6,14-Mar-16,337.25,335.15,342,331.8,340.8,340.75,337.49,2373050,800886556.1,1409494,59.4
Share6,15-Mar-16,340.75,340,344.5,336,343.7,342.9,342.28,2081414,712431523.1,1223839,58.8
Share6,16-Mar-16,342.9,341.25,344.8,335.4,340,338.5,338.61,3931205,1331141805,3007510,76.5
Share6,17-Mar-16,338.5,341.3,351.7,338.05,342.75,340.75,346.99,6449118,2237749309,4313541,66.89
Share6,18-Mar-16,340.75,345.8,348.25,340.05,345,344.3,343.6,3561683,1223800221,2259654,63.44
Share6,21-Mar-16,344.3,345,355,343.2,351,353.65,352.16,2535611,892930510.6,1381103,54.47
Share6,22-Mar-16,353.65,354.9,356.7,344.65,351.3,350.9,349.08,3988349,1392251946,2068707,51.87
Share6,23-Mar-16,350.9,352,361.4,352,355.65,358.2,358.28,4611410,1652156810,3063723,66.44
Share6,28-Mar-16,358.2,358.9,361,346.85,351.15,349.8,352.33,4173356,1470387919,3006375,72.04
Share6,29-Mar-16,349.8,347,357.75,346.05,353.6,354.5,352.04,3671058,1292360254,2498513,68.06
Share6,30-Mar-16,354.5,355,359.25,351.1,352.9,353.8,354.04,3811564,1349453210,2566409,67.33
Share6,31-Mar-16,353.8,353.5,356.65,346.55,349.4,350.8,351.93,7144216,2514277180,5225460,73.14
Share6,1-Apr-16,350.8,350.2,350.2,332.2,335.95,335.45,336.75,4071134,1370947599,1899175,46.65
Share6,4-Apr-16,335.45,335.55,350.9,335.55,348.95,348.5,343.74,3095605,1064072041,1144824,36.98
Share6,5-Apr-16,348.5,346.5,346.5,329.05,330.3,330.5,334.13,4767509,1592960648,2852467,59.83
Share6,6-Apr-16,330.5,333.45,339.55,331.55,335,334.5,335.54,2737206,918436638,1331170,48.63
Share6,7-Apr-16,334.5,336.1,336.3,329.25,331,331.25,331.74,2177209,722273901.3,1199311,55.08
Share6,8-Apr-16,331.25,331.95,337.4,325.6,335,334.6,330.7,2090508,691337879.4,741622,35.48
Share6,11-Apr-16,334.6,341.45,350,341,347.4,348.25,346.62,4077524,1413340653,1646424,40.38
Share6,12-Apr-16,348.25,348.2,352.5,344.15,350,350.1,349.15,2784511,972221065.8,1450489,52.09
Share6,13-Apr-16,350.1,351.05,364.5,349.6,351.2,351.25,354.88,5961256,2115546022,3436509,57.65
Share6,18-Apr-16,351.25,355.05,363,352.2,360,359.4,356.29,2549108,908231525.7,1476429,57.92
Share6,20-Apr-16,359.4,364,364.35,354.1,357.1,356.65,358.19,2929869,1049457367,1495307,51.04
Share6,21-Apr-16,356.65,357.85,359,351,356.05,357.25,354.15,1999186,708011591.1,1086038,54.32
Share6,22-Apr-16,357.25,351,357.95,349.75,353.5,353.1,353.75,1315980,465531904.1,520018,39.52
Share6,25-Apr-16,353.1,354.3,364,354.3,358.95,358.95,359.88,3092288,1112837875,1565536,50.63
Share6,26-Apr-16,358.95,357.45,363.8,355.4,361.1,360.4,359.86,2348466,845115670.8,1274496,54.27
Share6,27-Apr-16,360.4,365,381.4,362.15,373.95,373.05,373.71,7767551,2902824056,2856050,36.77
Share6,28-Apr-16,373.05,383.45,385,370.5,371.85,372.7,376.55,9027610,3399311150,4620754,51.18
Share6,29-Apr-16,372.7,371.85,372.6,360.5,364.1,363.6,364.58,4876927,1778020084,3127971,64.14
Share6,2-May-16,363.6,363,364.5,356.4,358,357.8,358.77,1572749,564260573.7,702090,44.64
Share6,3-May-16,357.8,358,370.5,358,366,368.35,366.7,3919783,1437402190,1860239,47.46
Share6,4-May-16,368.35,365.95,369.25,359.3,361.2,361.45,363.16,1697313,616395892.1,546902,32.22
Share6,5-May-16,361.45,362.5,366,351.65,354.85,354.4,357.03,2140529,764238933.4,813411,38
Share6,6-May-16,354.4,357,364.45,354.4,359.5,359.1,359.83,2880488,1036472888,1395615,48.45
Share6,9-May-16,359.1,360.25,367.9,358.2,367.5,366.8,363.78,1866271,678915909.4,989676,53.03
Share6,10-May-16,366.8,367.5,369.3,360.35,369,368.85,365.96,2642844,967172575,1594256,60.32
Share6,11-May-16,368.85,364.5,377.45,357,359.15,358.9,365.71,4791361,1752267077,1327357,27.7
Share6,12-May-16,358.9,363,363.55,355.7,362.7,362.1,360.62,2905943,1047937343,1436057,49.42
Share6,13-May-16,362.1,362,362,353,355.5,354.9,355.16,3610466,1282310094,2087126,57.81
Share6,16-May-16,354.9,355,356.15,342.85,355.2,353.45,348.65,2700321,941466261.3,1160526,42.98
Share6,17-May-16,353.45,356,359,348.6,351.55,351.2,353.09,2478092,874993057.8,1239389,50.01
Share6,18-May-16,351.2,350,352.6,347.25,350.95,351.25,349.9,2182531,763664728.9,1192012,54.62
Share6,19-May-16,351.25,351.25,352.8,343.4,345,344.8,346.19,2470460,855241071.6,1520380,61.54
Share6,20-May-16,344.8,345.9,346.5,339.3,342.15,341.95,342.53,3784752,1296399770,2109975,55.75
Share6,23-May-16,341.95,346.7,348.75,341.5,346,345.85,345.84,1660748,574360606.7,892400,53.73
Share6,24-May-16,345.85,345.9,346.95,341.8,345.6,345.15,344.46,2067119,712047211.1,1332060,64.44
Share6,25-May-16,345.15,347.1,352.5,347,351.7,351.65,350.73,1944422,681968661.2,1210646,62.26
Share6,26-May-16,351.65,352,356,347.75,350.75,352.85,353.24,4752719,1678833338,3703237,77.92
Share6,27-May-16,352.85,352.95,357.6,349.55,353,351.25,353.35,2772151,979533414.8,1899926,68.54
Share6,30-May-16,351.25,353.1,357.2,352.25,356.3,355.9,355.01,2564704,910501460.9,2035770,79.38
Share6,31-May-16,355.9,356.9,357,347.15,354.1,351.4,351.56,21884214,7693651506,19361145,88.47
Share6,1-Jun-16,351.4,353.55,364.35,352.3,363.95,363.25,359.33,2777337,997983586,1675614,60.33
Share6,2-Jun-16,363.25,361.35,368,359.8,365.5,366.2,365.34,2347471,857625303.5,1357242,57.82
Share6,3-Jun-16,366.2,365,365.7,355.35,356.95,358.15,359.5,3314283,1191469833,2165579,65.34
Share6,6-Jun-16,358.15,357,359.05,347.2,348.6,348.75,351.32,4744743,1666946358,3612600,76.14
Share6,7-Jun-16,348.75,348.75,352.1,347.3,349.55,349.15,349.68,4022603,1406612799,3120003,77.56
Share6,8-Jun-16,349.15,355.6,358.25,351.6,352.5,352.65,355.11,2391937,849409543.3,1100102,45.99
Share6,9-Jun-16,352.65,355.5,356.4,349.8,350.5,351.25,352.65,1396930,492632190.8,733019,52.47
Share6,10-Jun-16,351.25,349.7,353.55,347.6,351,351.1,351.24,1965285,690278338.3,1170615,59.56
Share6,13-Jun-16,351.1,348.3,350.5,341.55,342.05,342.4,345.06,1965043,678060761.1,1283048,65.29
Share6,14-Jun-16,342.4,343.2,344.5,337.35,342.65,342.65,340.6,3026950,1030978795,2020885,66.76
Share6,15-Jun-16,342.65,348,352.85,347,351.55,351.9,351.21,2937711,1031745944,1749346,59.55
Share6,16-Jun-16,351.9,351.55,351.95,341.25,346.05,346.5,345.45,2355893,813842424.2,1247535,52.95
Share6,17-Jun-16,346.5,348,358.9,344.45,357.8,357,353.09,5039991,1779551492,3610265,71.63
Share6,20-Jun-16,357,356,366,353.8,363.5,364.5,361.62,2889376,1044853984,1782610,61.7
Share6,21-Jun-16,364.5,362.25,364.7,360.15,362.35,362.2,362.31,1455994,527522947.5,801666,55.06
Share6,22-Jun-16,362.2,363.95,367,360.85,362.65,363.05,364.23,2162737,787732454.7,1146198,53
Share6,23-Jun-16,363.05,364.7,365.75,362,364.55,364.8,363.71,1266933,460793436.3,647784,51.13
Share6,24-Jun-16,364.8,357,360,348.7,354.5,355.85,353.24,2203750,778448868.1,1091991,49.55
Share6,27-Jun-16,355.85,354,357.95,349.75,351,351.15,351.83,2430919,855271910.7,1218325,50.12
Share6,28-Jun-16,351.15,352.35,358.5,351.8,357.1,357.1,356.64,3191711,1138303448,1823475,57.13
Share6,29-Jun-16,357.1,358.5,360.3,354.25,355.85,356.2,357.4,2225253,795304765,1532192,68.85
Share6,30-Jun-16,356.2,358,370,355.45,364,366.8,363.65,3674149,1336091118,2285070,62.19
Share6,1-Jul-16,366.8,365.8,372.85,362.65,367,368.35,369.79,2620663,969083763.1,1552894,59.26
Share6,4-Jul-16,368.35,370.55,375.9,368.9,374,373.35,373.1,1672423,623987876.5,925575,55.34
Share6,5-Jul-16,373.35,374,374,363.6,365.65,365.9,366.9,1405904,515824746.8,635828,45.23
Share6,7-Jul-16,365.9,365,371.3,362.65,363.05,363.35,367.81,2348712,863875160.1,1424406,60.65
Share6,8-Jul-16,363.35,360.75,362.25,353,355,355.05,355.12,1574377,559086225.9,717629,45.58
Share6,11-Jul-16,355.05,365.9,365.9,358.05,360.5,359.85,361.22,2196825,793541070,1014349,46.17
Share6,12-Jul-16,359.85,362.4,364.5,360,363.8,363.3,362.6,1201581,435697275.7,579665,48.24
Share6,13-Jul-16,363.3,365.9,365.95,359.1,363.9,363.7,362.14,1450574,525316904.9,826376,56.97
Share6,14-Jul-16,363.7,363.6,367.7,361.85,366.8,366.95,366.06,989099,362073003.6,420375,42.5
Share6,15-Jul-16,366.95,365.4,379.95,365.4,378.75,378.9,374.59,2536815,950267327.3,1277472,50.36
Share6,18-Jul-16,378.9,379.7,380,361.05,362.55,362.65,369.78,3238034,1197371275,1277402,39.45
Share6,19-Jul-16,362.65,359.05,368.2,357.6,365.3,364.3,363.55,3201786,1164003745,1623480,50.71
Share6,20-Jul-16,364.3,364.2,366.95,361.35,364,363.4,363.52,2564180,932126447.7,1258821,49.09
Share6,21-Jul-16,363.4,365.9,369.7,362.5,367,367.85,366.95,1981372,727073987,1202404,60.69
Share6,22-Jul-16,367.85,368,369.8,364.1,367.65,367.35,367.46,2307181,847789547.5,1288391,55.84
Share6,25-Jul-16,367.35,364,372.8,363.1,371.65,371.95,369.47,1668016,616277395.6,932367,55.9
Share6,26-Jul-16,371.95,370,372.95,366.85,370.7,369.85,369.16,1678667,619702821.4,976849,58.19
Share6,27-Jul-16,369.85,370.7,377.25,368.4,372.5,372.55,372.72,2337156,871096300.4,1010976,43.26
Share6,28-Jul-16,372.55,381.8,381.8,363.6,370.5,371.9,371.46,7405226,2750713194,3727318,50.33
Share6,29-Jul-16,371.9,371.9,371.9,360.45,361.45,362.05,363.9,3765474,1370244887,2694013,71.55
Share6,1-Aug-16,362.05,363.45,367,362.1,363,364,364.27,1599986,582825166.9,808421,50.53
Share6,2-Aug-16,364,361.9,364.8,355.65,357.4,357.8,361.3,3206029,1158353162,1989071,62.04
Share6,3-Aug-16,357.8,359.15,360.4,353.25,358.5,358.85,357.06,2245459,801754318.9,1295704,57.7
Share6,4-Aug-16,358.85,359.8,368.75,353.05,364.5,366.25,361.64,2975193,1075955372,1661898,55.86
Share6,5-Aug-16,366.25,367.2,371.5,359.55,363.5,364,365.78,3838729,1404127553,2036088,53.04
Share6,8-Aug-16,364,363,364.9,349.3,350.8,351.55,353.99,4841846,1713947718,3354898,69.29
Share6,9-Aug-16,351.55,352.9,355.05,344.75,349.4,349.45,350.15,5168298,1809689740,3302957,63.91
Share6,10-Aug-16,349.45,351,353.4,345,346,346.45,349.14,1535903,536248418.4,626317,40.78
Share6,11-Aug-16,346.45,346.25,346.75,342,345,346.35,344.41,2485709,856092436.4,1535380,61.77
Share6,12-Aug-16,346.35,344.25,349,344.1,347.75,347.8,346.64,2356815,816972624.8,1328315,56.36
Share6,16-Aug-16,347.8,348.5,351.35,339.7,342.6,342.45,343.74,3742897,1286595290,2434906,65.05
Share6,17-Aug-16,342.45,343.5,349.5,343.5,345.9,345.65,346.75,3222433,1117377683,1901181,59
Share6,18-Aug-16,345.65,348.4,353.9,346.85,353.05,353.15,351.35,1886760,662911489.6,921730,48.85
Share6,19-Aug-16,353.15,354,355,347.3,350.3,351.4,350.14,1708149,598097673.4,715963,41.91
Share6,22-Aug-16,351.4,351,353,346.1,350.8,350.2,349.58,886465,309891787.5,344630,38.88
Share6,23-Aug-16,350.2,348,355.4,344.7,354.95,353.75,350.18,2295101,803695440.1,1319563,57.49
Share6,24-Aug-16,353.75,354,358.35,350,352.25,352.6,353.66,1631250,576909699.5,665592,40.8
Share6,25-Aug-16,352.6,351.25,354,344.1,350.3,346,347.15,3229352,1121061799,1953365,60.49
Share6,26-Aug-16,346,347.5,348.1,341.55,343.6,343.95,344.08,1127246,387863910.5,482162,42.77
Share6,29-Aug-16,343.95,343.5,347.75,335.25,340.9,342.6,341.77,2549031,871185362,1093603,42.9
Share6,30-Aug-16,342.6,342.75,344.1,328.75,332.05,331.85,333.42,4044189,1348408562,1715786,42.43
Share6,31-Aug-16,331.85,332.25,336.9,328.85,333,331.65,332.16,6401848,2126450776,4584702,71.62
Share6,1-Sep-16,331.65,330,332.35,301.5,310.15,310.85,311.35,35411027,11025358117,17244629,48.7
Share6,2-Sep-16,310.85,308.15,320.95,306.5,317.25,318.9,314.14,15330612,4815907586,5520880,36.01
Share6,6-Sep-16,318.9,318.9,322.8,312.65,320.9,321.5,317.88,7067529,2246594668,2964319,41.94
Share6,7-Sep-16,321.5,318.5,322.4,316.1,319.15,320.15,319.22,3414495,1089972215,1593806,46.68
Share6,8-Sep-16,320.15,320.15,327.2,319,324.45,324.4,323.51,3442329,1113620264,1812548,52.65
Share6,9-Sep-16,324.4,323.5,326.75,318.35,320.35,322.1,322.43,2956745,953330433.6,1308475,44.25
Share6,12-Sep-16,322.1,317.9,321.95,314.1,317.8,318.05,318.57,3149855,1003435986,1767171,56.1
